SHEET_NUMBER=2;
SHEET_NAME=Adresse;13;492;
division;identité;type;zone;nom du site;lieu dit;rue;ville;pays;code postale;commentaire;latitude;longitude;
00;29122;0;;Gretz-Armainvilliers (77220 - F);;33 AVENUE DES FRESNES;GRETZ ARMAINVILLIERS;;77220;;48,74128;2,73678;
00;29124;0;;Tournan-en-Brie (77220 - F);;7 RUE DE LA LIBERATION;TOURNAN EN BRIE;;77220;;48,74048;2,76639;
00;29125;0;;Houssaye-en-Brie (la) (77610 - F);;109 SENTE DU PARADIS;LA HOUSSAYE EN BRIE;;77610;;48,75439;2,87555;
00;29128;0;;Villeneuve-le-Comte (77174 - F);;6  RUE DE LA  GARENNE;VILLENEUVE LE COMTE;;77174;;48,81383;2,82999;
00;29133;0;;Marles-en-Brie (77610 - F);;157 AVENUE DU GENERAL DE GAULLE;MARLES EN BRIE;;77610;;48,7287;2,88076;
00;29140;0;;Bouleurs (77580 - F);;22 HAMEAU DE SARCY;BOULEURS;;77580;;48,88226;2,90747;
00;27635;0;;Villiers-Saint-Georges (77560 - F);;ARNOUD MICHEL MARIE ROBERT ET PASCAL;VILLIERS ST GEORGES;;77560;;48,65018;3,40695;
00;29146;0;;Couilly-Pont-aux-Dames (77860 - F);;11 RESIDENCE DES BRUYERES;COUILLY PONT AUX DAMES;;77860;;48,88412;2,85753;
00;27710;0;;Allemanche-Launay-et-Soyer (51260 - F);;FERME DE SAUSSAIE;ALLEMANCHE LAUNAY ET SOYE;;51260;;48,60473;3,78783;
00;29154;0;;Coutevroult (77580 - F);;RUELLE AUX LOUPS;COUTEVROULT;;77580;;48,86277;2,85636;
00;29155;0;;Crèvecoeur-en-Brie (77610 - F);;7. RUE DES AMOURETTES;CREVECOEUR EN BRIE;;77610;;48,75371;2,90725;
00;29157;0;;Favières (77220 - F);;FERME DU PUIT CARRE;FAVIERES;;77220;;48,76365;2,77625;
00;29163;0;;Villeneuve-Saint-Denis (77174 - F);;14 RUE PIERRE DEMAY;VILLENEUVE ST DENIS;;77174;;48,81591;2,79405;
00;29172;0;;Mouroux (77120 - F);;MAISONNEUVE;MOUROUX;;77120;;48,82323;3,03815;
00;29173;0;;Boissy-le-Châtel (77169 - F);;1 RUE DES GRANDS PRES;BOISSY LE CHATEL;;77169;;48,82279;3,13779;
00;29176;0;;Mortcerf (77163 - F);;16 RUE DU VIEUX CHATEAU;MORTCERF;;77163;;48,78964;2,91679;
00;29177;0;;Faremoutiers (77515 - F);;18 RUE DE L ABBE FOURMENT;FAREMOUTIERS;;77515;;48,80048;2,9977;
00;29178;0;;Saint-Augustin (77515 - F);;19 RUE DU SAUSSOY;ST AUGUSTIN;;77515;;48,78689;3,03024;
00;29179;0;;Guérard (77580 - F);;RUE FOURCHERIE CHAUBUISSON;GUERARD;;77580;;48,82445;2,95805;
00;29180;0;;Saints (77120 - F);;16 MEMILLON;BEAUTHEIL SAINTS;;77120;;48,75852;3,05183;
00;29184;0;;Lumigny-Nesles-Ormeaux (77540 - F);;10 RUE DU PARC LUMIGNY;LUMIGNY NESLES ORMEAUX;;77540;;48,73728;2,95217;
00;29188;0;;Pommeuse (77515 - F);;6 IMPASSE CITE LE BERTRAND;POMMEUSE;;77515;;48,81658;3,01578;
00;29144;0;;Crécy-la-Chapelle/Serbonne (77580 - F);;2 CHEMIN VIEUX;CRECY LA CHAPELLE;;77580;;48,84235;2,91408;
00;27669;0;;Montpothier (10400 - F);;100 RUE DU VILLAGE;MONTPOTHIER;;10400;;48,57264;3,51981;
00;27641;0;;Léchelle (77171 - F);;11 RUE DE LA GARE;LECHELLE;;77171;;48,57852;3,38753;
00;27644;0;;Bannost-Villegagnon (77970 - F);;11 RUE DE LA FONTAINE ANGE;BANNOST VILLEGAGNON;;77970;;48,67787;3,19217;
00;27646;0;;Beton-Bazoches (77320 - F);;CHEMIN DES PONCEAUX;BETON BAZOCHES;;77320;;48,70179;3,24482;
00;27648;0;;Sancy-lès-Provins (77320 - F);;7 RUE DE CHEVRIERE;SANCY LES PROVINS;;77320;;48,69643;3,39386;
00;27650;0;;Champcenest (77560 - F);;4-6 RUE DES PEUPLIERS;CHAMPCENEST;;77560;;48,66951;3,28265;
00;27651;0;;Bezalles (77970 - F);;HAMEAU DE BEUREGARD;BEZALLES;;77970;;48,6782;3,24261;
00;27653;0;;Augers-en-Brie (77560 - F);;4 HAMEAU D ECOUBLAY;AUGERS EN BRIE;;77560;;48,68056;3,35714;
00;27654;0;;Voulton (77560 - F);;N0 10 PLESSIS PAMPELUNE;VOULTON;;77560;;48,61817;3,33382;
00;27655;0;;Rupéreux (77560 - F);;11 ROUTE DE COURCHAMPS;RUPEREUX;;77560;;48,63637;3,33508;
00;27657;0;;Beauchery-Saint-Martin (77560 - F);;11 RUE DE LA FONTAINE;BEAUCHERY SAINT MARTIN;;77560;;48,61591;3,40399;
00;27658;0;;Rouilly (77160 - F);;8 RUE DE L¿ÉGLISE;ROUILLY;;77160;;48,58446;3,28956;
00;27659;0;;Courtacon (77560 - F);;2 ROUTE DE LA FERTE;COURTACON;;77560;;48,69412;3,29168;
00;27660;0;;Poigny (77160 - F);;22 ROUTE DE LA FERME D HENNEPONT;POIGNY;;77160;;48,54089;3,28113;
00;27717;0;;Vouarces (51260 - F);;3 GRANDE RUE;VOUARCES;;51260;;48,59118;3,89808;
00;27687;0;;Meix-Saint-Epoing (le) (51120 - F);;8 RUE SAINTE RADEGONDE;LE MEIX ST EPOING;;51120;;48,70091;3,65102;
00;26166;0;;Perceneige (89260 - F);;SOGNES;PERCENEIGE;;89260;;48,35076;3,40555;
00;27709;0;;Gaye (51120 - F);;N.9  LOTISSEMENT LA GARENNE;GAYE;;51120;;48,68267;3,80319;
00;27708;0;;Angluzelles-et-Courcelles (51230 - F);;1 RUE DU FOUR A CHAUX;ANGLUZELLES ET COURCELLES;;51230;;48,6576;3,88245;
00;27706;0;;Courcemain (51260 - F);;4 RUE DU LAVOIR;COURCEMAIN;;51260;;48,61763;3,9196;
00;27697;0;;Etrelles-sur-Aube (10170 - F);;8 RUE BASSE;ETRELLES SUR AUBE;;10170;;48,56016;3,87082;
00;27663;0;;Saint-Loup-de-Naud (77650 - F);;COURTON LE BAS;ST LOUP DE NAUD;;77650;;48,53518;3,21133;
00;27690;0;;Forestière (la) (51120 - F);;3. RUE BUISSON PAQUELIN;LA FORESTIERE;;51120;;48,65717;3,59418;
00;27666;0;;Périgny-la-Rose (10400 - F);;3 CHEMIN CACHEREINE;PERIGNY LA ROSE;;10400;;48,55017;3,62533;
00;27678;0;;Barbonne-Fayel (51120 - F);;10 RUE DE LA GARE;BARBONNE FAYEL;;51120;;48,6565;3,69398;
00;27677;0;;Saudoy (51120 - F);;11 RUE DE CHICHEY;SAUDOY;;51120;;48,68086;3,71587;
00;27674;0;;Villiers-aux-Corneilles (51260 - F);;3 RUE DU GRAND PAS;VILLIERS AUX CORNEILLES;;51260;;48,57432;3,67901;
00;27672;0;;Saulsotte (la) (10400 - F);;10 RUE PAVEE;LA SAULSOTTE;;10400;;48,54173;3,50116;
00;27671;0;;Barbuise (10400 - F);;28 ROUTE DE LIOURES;BARBUISE;;10400;;48,55797;3,5769;
00;27711;0;;Pleurs (51230 - F);;3 RUE BAUDOIN;PLEURS;;51230;;48,69168;3,8725;
00;27693;0;;Chalautre-la-Grande (77171 - F);;2 RUE DES HAUTES CHARMES;CHALAUTRE LA GRANDE;;77171;;48,5431;3,46056;
SHEET_NAME=Véhicule;14;19;
Division;ID;Nom;Type;Site départ;Site retour;Début service;Fin service;Horaire travail;Max temps travail;Max durée travail;Max quantité;Max poids;Max volume;
idClub;id;name;idTypeResource;idSite1;idSite2;t1;t2;idShift;maxWorktime;maxMakespan;maxQuantity;maxWeight;maxVolume;
string;string key;string;string;;;yyyy-mm-dd;yyyy-mm-dd;;int;int;float;float;float;
00;001;001;7T5;50010;50010;;;01;;;;;;
00;002;002;9T;50010;50010;2019-05-01 06:00;2019-05-31 18:00;01;;;;;;
00;003;003;7T5;50010;50010;;;01;;;;;;
00;004;004;7T5;50010;50010;;;01;;;;;;
00;005;005;7T5;50010;50010;;;01;;;;;;
00;006;006;7T5;50010;50010;;;01;;;;;;
00;007;007;7T5;50010;50010;;;01;;;;;;
00;008;008;7T5;50010;50010;;;01;;;;;;
00;009;009;7T5;50010;50010;;;01;;;;;;
00;NA10;;7T5;50010;50010;;;01;;;;;;
00;NA11;;7T5;50010;50010;;;01;;;;;;
00;NA12;;7T5;50010;50010;;;01;;;;;;
00;NA13;;7T5;50010;50010;;;01;;;;;;
00;NA14;;9T;50010;50010;;;01;;;;;;
00;NA15;;9T;50010;50010;;;01;;;;;;
00;NA16;;9T;50010;50010;;;01;;;;;;
